user,member,sex,baby_age,baby_sex
1345,3,2,26,2
1346,4,2,26,1
1347,2,0,6,2
1348,3,2,35,2
1349,5,2,17,1
1350,3,2,65,2
1351,3,2,24,2
1352,2,2,32,1
1353,3,2,23,2
1354,3,2,12,2
1355,3,2,55,1
1356,3,2,23,1
1357,3,1,87,1
1358,4,1,47,1
1359,3,0,9,1
1360,3,2,21,1
1361,3,2,-99,0
1362,4,0,16,1
1363,1,2,58,2
1364,1,2,11,1
1365,3,-99,-99,-99
1366,6,2,15,2
1367,2,2,32,2
1368,3,2,34,1
1369,3,0,35,1
1370,2,2,14,1
1371,5,2,126,1
1372,3,2,4,2
1373,3,2,59,2
1374,4,2,14,1
1375,2,0,28,1
1376,3,2,23,2
1377,3,2,17,2
1378,1,2,34,2
1379,2,2,6,1
1380,1,1,32,1
1381,2,2,0,1
1382,2,2,87,1
1383,3,2,26,2
1384,4,2,18,1
1385,2,2,16,1
1386,3,2,27,2
1387,3,2,-99,0
1388,3,1,189,1
1389,4,2,15,1
1390,3,2,25,1
1391,3,1,12,1
1392,3,2,50,1
1393,3,0,36,1
1394,3,2,14,1
1395,4,2,34,2
1396,3,-99,-99,-99
1397,3,2,8,1
1398,5,0,48,1
1399,2,2,12,2
1400,3,2,20,2
1401,3,2,27,2
1402,5,0,16,1
1403,3,1,11,1
1404,1,2,-1,3
1405,2,2,16,1
1406,2,0,17,3
1407,3,2,19,2
1408,5,2,10,1
1409,3,2,37,1
1410,2,1,74,1
1411,3,2,51,2
1412,2,2,13,2
1413,3,2,14,3
1414,3,2,10,1
1415,3,2,35,1
1416,3,2,34,2
1417,3,2,20,2
1418,3,0,35,2
1419,3,2,18,1
1420,4,0,40,1
1421,2,2,1,2
1422,3,2,15,2
1423,1,2,3,1
1424,3,2,13,1
1425,2,1,24,1
1426,3,1,-99,0
1427,2,2,71,1
1428,3,2,13,1
1429,1,2,37,2
1430,3,2,6,1
1431,3,0,21,2
1432,3,2,34,2
1433,3,2,0,2
1434,3,0,16,2
1435,3,2,31,1
1436,1,-99,-99,-99
1437,4,2,13,2
1438,5,1,25,1
1439,3,2,21,2
1440,3,2,30,2
1441,3,2,27,2
1442,2,0,-99,0
1443,3,1,14,1
1444,2,2,46,2
1445,1,2,28,1
1446,3,1,26,1
1447,3,2,15,1
1448,2,2,14,1
1449,5,2,15,2
1450,3,2,58,1
1451,4,2,13,4
1452,4,2,30,1
1453,3,2,13,1
1454,2,1,43,1
1455,1,2,10,2
1456,4,2,10,2
1457,3,2,51,2
1458,2,0,39,1
1459,2,2,30,1
1460,3,2,76,2
1461,2,1,37,1
1462,2,2,34,1
1463,3,1,20,2
1464,3,2,16,1
1465,3,2,22,2
1466,1,2,93,2
1467,3,0,89,2
1468,3,1,3,1
1469,3,2,83,1
1470,3,2,15,2
1471,3,2,23,2
1472,2,2,21,2
1473,5,2,6,1
1474,2,2,0,2
1475,3,2,20,1
1476,3,2,34,2
1477,3,2,45,1
1478,3,2,11,1
1479,4,2,22,1
1480,3,2,85,1
1481,3,-99,-99,-99
1482,2,2,-1,3
1483,2,1,12,1
1484,3,2,4,1
1485,2,0,18,1
1486,2,2,76,1
1487,0,2,9,1
1488,4,2,13,2
1489,3,2,15,1
1490,1,2,42,1
1491,3,1,23,1
1492,3,0,72,2
1493,3,2,22,1
1494,5,2,11,1
1495,2,2,62,2
1496,3,2,52,2
1497,3,1,57,1
1498,2,2,115,2
1499,2,2,26,1
1500,1,2,9,1
1501,3,2,24,2
1502,2,2,49,2
1503,3,2,12,1
1504,3,2,15,2
1505,3,2,16,3
1506,4,-99,-99,-99
1507,3,2,24,1
1508,3,1,18,1
1509,2,2,-4,3
1510,5,2,12,2
1511,3,2,72,2
1512,3,2,56,2
1513,4,2,8,1
1514,2,2,4,2
1515,3,2,12,2
1516,3,2,54,1
1517,3,0,34,2
1518,2,2,12,3
1519,4,2,14,2
1520,2,2,20,2
1521,5,2,79,1
1522,1,2,41,1
1523,2,0,64,2
1524,3,2,28,1
1525,2,0,37,2
1526,1,1,30,1
1527,6,2,15,2
1528,3,0,-99,0
1529,3,2,16,1
1530,5,2,13,1
1531,1,2,27,2
1532,1,2,140,2
1533,3,2,25,2
1534,5,2,16,2
1535,3,2,19,1
1536,1,2,-99,0
1537,3,2,13,2
1538,3,-99,-99,-99
1539,3,1,12,1
1540,3,2,1,1
1541,3,2,49,1
1542,3,2,24,2
1543,3,2,14,1
1544,5,2,47,2
1545,4,2,-99,0
1546,3,2,61,1
1547,3,2,12,3
1548,3,0,40,1
1549,4,2,-99,0
1550,3,2,9,2
1551,3,1,24,1
1552,3,2,-99,0
1553,3,2,12,2
1554,2,2,15,1
1555,3,2,22,1
1556,1,1,0,1
1557,3,2,38,2
1558,3,2,16,1
1559,3,2,89,1
1560,4,2,14,1
1561,3,2,16,2
1562,2,2,1,2
1563,3,2,21,1
1564,3,2,2,1
1565,2,2,9,2
1566,2,2,38,1
1567,3,0,-99,0
1568,3,2,5,1
1569,3,2,11,1
1570,2,0,23,1
1571,3,0,47,2
1572,3,2,21,2
1573,3,2,13,2
1574,3,1,3,1
1575,5,0,4,2
1576,3,2,0,1
1577,3,2,65,1
1578,3,1,14,2
1579,3,2,33,2
1580,3,2,38,1
1581,4,2,10,2
1582,5,2,77,2
1583,2,-99,-99,-99
1584,3,2,42,2
1585,3,2,58,2
1586,3,1,20,1
1587,1,2,5,1
1588,3,2,14,2
1589,3,0,70,2
1590,3,2,84,1
1591,3,2,7,3
1592,1,2,11,1
1593,1,2,13,2
1594,3,-99,-99,-99
1595,3,2,-99,2
1596,3,2,22,2
1597,2,2,1,2
1598,3,-99,-99,-99
1599,2,0,46,2
1600,4,2,22,2
1601,1,2,54,2
1602,3,2,26,1
1603,2,-99,-99,-99
1604,3,2,66,2
1605,4,2,64,2
1606,3,2,-99,2
1607,3,2,13,2
1608,4,0,49,2
1609,2,2,12,2
1610,3,-99,-99,-99
1611,1,2,1,2
1612,3,2,16,3
1613,3,2,24,2
1614,3,2,4,2
1615,4,2,-99,0
1616,3,2,45,2
1617,3,2,73,1
1618,4,-99,-99,-99
1619,3,2,14,1
1620,3,2,34,2
1621,3,2,19,1
1622,3,2,4,2
1623,3,2,-99,0
1624,3,2,91,1
1625,3,2,17,2
1626,2,2,76,1
1627,2,1,40,2
1628,3,2,24,2
1629,3,2,108,2
1630,3,2,31,1
1631,4,2,15,2
1632,3,2,106,1
1633,3,2,38,1
1634,2,0,35,1
1635,3,2,24,1
1636,4,2,22,2
1637,2,2,0,2
1638,3,2,37,2
1639,3,2,-99,0
1640,4,2,25,1
1641,1,2,4,2
1642,3,2,49,2
1643,3,2,4,1
1644,3,0,5,2
1645,3,2,15,2
1646,4,2,26,1
1647,3,2,19,1
1648,4,-99,-99,-99
1649,3,2,127,2
1650,3,2,53,1
1651,3,0,56,2
1652,2,2,101,2
1653,5,2,62,2
1654,2,0,21,2
1655,3,2,-99,2
1656,2,2,27,2
1657,3,2,50,2
1658,5,2,10,2
1659,3,2,70,2
1660,3,2,17,2
1661,5,2,13,1
1662,4,2,49,2
1663,3,2,48,1
1664,3,0,10,1
1665,1,2,3,1
1666,3,2,-99,0
1667,1,2,22,2
1668,5,0,40,2
1669,5,2,17,2
1670,3,0,37,2
1671,5,2,-99,0
1672,4,2,17,2
1673,3,2,14,3
1674,1,2,32,2
1675,3,0,85,2
1676,3,2,26,1
1677,3,0,-99,0
1678,3,2,60,1
1679,1,0,34,1
1680,3,2,2,1
1681,2,2,5,2
1682,3,2,0,2
1683,3,2,6,1
1684,3,2,21,2
1685,3,2,34,1
1686,5,2,3,2
1687,3,2,-99,2
1688,4,2,14,2
1689,2,2,21,2
1690,3,2,11,1
1691,3,0,18,2
1692,3,2,118,1
1693,4,2,16,2
1694,4,1,18,1
1695,3,2,33,2
1696,3,2,12,2
1697,3,2,98,2
1698,4,2,113,2
1699,3,1,13,1
1700,2,0,28,2
1701,3,0,20,1
1702,3,0,26,1
1703,3,2,83,1
1704,3,0,132,2
1705,3,0,14,2
1706,4,0,23,2
1707,3,1,33,1
1708,3,2,14,2
1709,3,1,-99,1
1710,3,2,-99,0
1711,4,0,14,2
1712,3,2,17,2
1713,2,2,-99,0
1714,3,2,112,1
1715,4,2,11,1
1716,2,2,16,1
1717,3,2,4,1
1718,3,2,44,2
1719,3,2,87,2
1720,3,2,20,2
1721,2,2,73,2
1722,3,2,2,2
1723,3,2,14,1
1724,2,2,26,1
1725,3,2,10,1
1726,3,2,3,1
1727,3,2,88,2
1728,4,2,-99,0
1729,5,2,20,2
1730,1,2,0,3
1731,2,2,11,2
1732,4,2,9,1
1733,5,1,18,1
1734,3,2,43,2
1735,3,0,53,1
1736,3,2,-99,0
1737,4,2,25,1
1738,3,2,57,1
1739,3,2,21,2
1740,4,2,36,2
1741,3,2,24,1
1742,3,2,19,1
1743,3,2,12,2
1744,1,2,46,1
1745,3,2,4,2
1746,3,2,66,2
1747,2,2,20,1
1748,3,2,31,2
1749,3,2,23,2
1750,3,2,111,2
1751,0,1,44,2
1752,1,1,18,2
1753,3,0,21,1
1754,2,2,21,1
1755,3,0,23,2
1756,2,2,42,2
1757,3,2,0,1
1758,3,2,38,1
1759,2,2,-99,0
1760,1,2,23,2
1761,1,2,13,1
1762,3,0,15,1
1763,4,1,8,1
1764,2,2,12,1
1765,3,2,-99,2
1766,5,2,19,2
1767,2,2,2,2
1768,3,2,3,1
1769,1,1,21,1
1770,3,2,11,2
1771,3,-99,-99,-99
1772,2,2,35,1
1773,4,2,12,2
1774,3,1,14,1
1775,2,0,35,2
1776,2,0,21,2
1777,2,2,32,1
1778,1,2,16,2
1779,3,2,15,2
1780,2,0,9,3
1781,4,2,25,2
1782,3,2,34,2
1783,5,2,44,1
1784,2,1,20,1
1785,3,2,9,2
1786,2,0,32,2
1787,3,2,0,1
1788,3,-99,-99,-99
1789,3,0,17,1
1790,3,2,-99,3
1791,4,2,10,2
1792,1,2,0,2
1793,4,1,17,1
1794,2,2,81,2
1795,3,2,30,1
1796,2,2,100,2
1797,3,2,12,1
1798,1,2,-99,0
1799,3,2,20,1
1800,3,2,11,1
1801,3,1,33,1
1802,3,2,11,1
1803,2,2,20,1
1804,3,2,17,1
1805,3,2,17,2
1806,4,2,19,2
1807,2,2,44,2
1808,3,2,18,1
1809,3,2,35,2
1810,3,2,56,1
1811,3,2,-99,0
1812,2,0,46,2
1813,3,2,-99,0
1814,4,2,7,2
1815,3,2,52,2
1816,3,0,21,1
1817,4,2,13,2
1818,3,2,56,2
1819,4,2,7,1
1820,5,2,13,1
1821,3,2,17,2
1822,3,0,42,1
1823,3,2,21,2
1824,2,2,37,2
1825,2,2,5,1
1826,3,2,22,2
1827,3,2,6,2
1828,3,2,16,1
1829,2,2,68,1
1830,3,2,35,1
1831,2,2,56,2
1832,3,1,2,1
1833,2,2,8,1
1834,4,2,21,1
1835,4,2,10,2
1836,3,2,6,2
1837,2,2,13,2
1838,3,2,12,1
1839,3,2,107,1
1840,3,1,22,1
1841,3,0,9,2
1842,4,2,17,2
1843,3,2,20,2
1844,3,2,16,2
1845,2,1,17,1
1846,3,0,16,2
1847,1,2,12,2
1848,2,2,10,1
1849,3,0,20,1
1850,3,2,18,2
1851,3,2,3,2
1852,3,2,1,1
1853,3,1,6,1
1854,2,2,7,2
1855,3,2,178,2
1856,3,2,9,2
1857,4,0,102,1
1858,3,-99,-99,-99
1859,1,2,31,2
1860,3,2,17,2
1861,1,0,30,1
1862,4,0,12,2
1863,3,2,23,2
1864,3,2,-99,0
1865,3,2,32,2
1866,3,2,12,2
1867,3,0,7,3
1868,3,2,-99,0
1869,3,2,8,1
1870,4,0,20,1
1871,1,2,4,1
1872,3,2,19,2
1873,1,2,11,2
1874,3,2,11,1
1875,3,2,21,2
1876,2,2,8,2
1877,2,2,24,2
1878,4,1,24,1
1879,3,1,20,1
1880,3,0,14,1
1881,4,2,14,2
1882,2,2,19,2
1883,2,2,90,1
1884,5,2,17,2
1885,4,2,83,1
1886,2,2,8,1
1887,2,2,21,2
1888,3,0,19,2
1889,2,2,-99,2
1890,1,2,-1,3
1891,3,1,16,1
1892,3,2,15,2
1893,3,2,1,2
1894,2,2,-1,3
1895,2,2,12,2
1896,2,2,142,2
1897,3,0,50,1
1898,3,2,21,1
1899,3,2,71,1
1900,3,2,7,1
1901,3,2,24,1
1902,1,2,1,1
1903,3,2,18,2
1904,3,0,10,1
1905,2,2,7,1
1906,1,2,9,2
1907,3,2,190,1
1908,3,2,10,2
1909,1,2,39,2
1910,3,1,23,1
1911,3,-99,-99,-99
1912,3,2,14,2
1913,3,2,29,1
1914,3,2,-99,0
1915,3,1,33,1
1916,3,0,19,1
1917,2,2,30,2
1918,3,2,20,1
1919,1,2,0,3
1920,3,2,22,2
1921,3,2,-99,0
1922,3,0,12,2
1923,1,2,1,1
1924,2,2,23,1
1925,2,2,-99,0
1926,3,2,51,2
1927,4,-99,-99,-99
1928,4,2,34,1
1929,3,2,22,2
1930,1,2,2,2
1931,3,2,35,2
1932,3,2,17,2
1933,3,2,28,1
1934,3,2,-99,1
1935,3,2,65,2
1936,3,2,27,1
1937,3,2,30,1
1938,2,2,2,1
1939,3,2,14,2
1940,1,1,28,1
1941,3,1,17,1
1942,1,2,-2,3
1943,3,2,42,1
1944,3,2,23,2
1945,4,0,25,2
1946,1,2,0,3
1947,3,2,14,1
1948,2,2,36,2
1949,3,2,26,1
1950,3,2,22,1
1951,2,2,3,2
1952,3,2,9,2
1953,3,2,11,1
1954,3,0,19,2
1955,2,2,29,1
1956,2,2,19,1
1957,2,0,27,2
1958,1,2,50,2
1959,3,2,8,2
1960,3,2,-99,0
1961,3,2,19,2
1962,3,2,22,2
1963,3,2,12,2
1964,2,0,42,1
1965,1,2,1,1
1966,3,2,20,2
1967,2,2,30,2
1968,3,2,8,2
1969,2,2,9,1
1970,3,2,9,1
1971,3,2,8,2
1972,3,2,0,2
1973,3,2,13,2
1974,2,2,13,1
1975,2,2,69,2
1976,3,2,10,2
1977,2,-99,-99,-99
1978,3,2,9,1
1979,2,2,13,2
1980,3,2,7,1
1981,1,1,10,1
1982,1,2,22,2
1983,3,2,11,2
1984,3,2,16,1
1985,3,2,42,1
1986,3,2,2,1
1987,3,2,-99,0
1988,3,2,8,1
1989,3,2,-99,0
1990,4,2,-99,2
1991,3,2,10,1
1992,2,2,4,1
1993,3,2,82,2
1994,1,2,1,2
1995,1,2,60,2
1996,2,2,12,1
1997,3,-99,-99,-99
1998,1,2,0,1
1999,2,2,2,3
2000,2,2,18,2
2001,3,2,15,1
2002,3,2,8,2
2003,3,2,4,1
2004,1,0,29,2
2005,2,2,7,2
2006,3,2,134,2
2007,1,2,4,2
2008,3,2,127,2
2009,5,2,75,2
2010,4,2,10,2
2011,3,2,10,2
2012,3,2,1,1
2013,3,2,0,1
2014,2,2,-99,0
2015,2,0,35,2
2016,3,2,5,1
2017,3,2,2,2
2018,3,2,5,2
2019,3,2,10,2
2020,1,2,12,1
2021,2,0,12,2
2022,2,-99,-99,-99
2023,3,2,-99,0
2024,3,2,-99,0
2025,3,2,13,1
2026,2,2,17,2
2027,2,2,6,1
2028,3,2,23,1
2029,3,1,58,1
2030,2,2,-99,4
2031,2,2,-99,0
2032,4,2,10,1
2033,2,2,-99,0
2034,4,2,16,2
2035,3,2,12,2
2036,3,2,46,1
2037,3,2,20,2
2038,2,2,21,2
2039,2,2,11,1
2040,3,0,8,1
2041,3,2,-99,2
2042,2,2,0,2
2043,3,2,18,2
2044,2,2,10,2
2045,3,2,8,1
2046,4,2,3,1
2047,3,-99,-99,-99
2048,3,2,19,1
2049,3,2,10,2
2050,4,2,14,1
2051,3,2,0,3
2052,3,2,17,1
2053,1,2,16,1
2054,3,2,5,2
2055,3,2,51,1
2056,3,2,38,2
2057,3,2,-99,0
2058,1,2,1,1
2059,3,2,11,2
2060,3,2,0,2
2061,3,2,77,2
2062,2,0,21,2
2063,3,2,5,2
2064,3,2,11,2
2065,2,-99,-99,-99
2066,4,2,17,2
2067,2,2,3,2
2068,3,2,21,1
2069,3,1,45,1
2070,3,0,8,1
2071,1,2,29,2
2072,2,2,17,1
2073,4,2,59,2
2074,3,2,-99,0
2075,3,0,10,2
2076,3,0,-99,2
2077,1,2,5,2
2078,3,2,6,1
2079,3,1,12,1
2080,3,2,8,2
2081,2,2,1,1
2082,3,2,38,1
2083,1,2,60,2
2084,3,2,34,1
2085,3,0,91,1
2086,3,2,2,2
2087,3,2,35,1
2088,3,2,57,1
2089,3,-99,-99,-99
2090,3,2,35,2
2091,3,2,15,2
2092,3,-99,-99,-99
2093,3,2,13,1
2094,3,2,19,2
2095,3,2,-99,2
2096,3,2,109,2
2097,2,2,-99,0
2098,2,2,3,2
2099,3,1,71,1
2100,3,2,1,1
2101,2,2,13,1
2102,1,2,38,1
2103,3,0,78,2
2104,3,2,12,1
2105,3,2,-99,0
2106,2,2,53,2
2107,1,2,12,1
2108,1,2,68,2
2109,3,2,-99,0
2110,3,2,15,2
2111,3,2,17,2
2112,3,2,133,2
2113,2,2,19,2
2114,4,0,26,2
2115,3,1,20,1
2116,3,2,5,1
2117,4,2,72,2
2118,3,2,34,2
2119,2,2,20,1
2120,3,2,20,2
2121,3,2,7,2
2122,2,2,-4,3
2123,3,2,59,1
2124,3,2,12,2
2125,2,2,-99,2
2126,3,2,56,2
2127,4,2,22,1
2128,3,-99,-99,-99
2129,2,2,30,2
2130,3,2,11,2
2131,2,2,21,1
2132,3,2,40,2
2133,3,1,117,1
2134,3,2,7,1
2135,3,2,10,1
2136,2,2,-99,0
2137,3,2,13,2
2138,4,0,-99,2
2139,3,2,81,2
2140,2,2,32,2
2141,2,2,11,2
2142,2,0,20,1
2143,3,2,14,2
2144,1,2,54,2
2145,1,2,6,2
2146,4,2,13,1
2147,3,-99,-99,-99
2148,3,0,62,1
2149,4,2,11,2
2150,3,2,87,1
2151,4,2,182,2
2152,3,2,17,1
2153,1,2,7,2
2154,2,2,18,1
2155,3,0,-99,2
2156,1,2,6,2
2157,2,2,29,1
2158,3,0,-99,0
2159,3,2,12,2
2160,3,0,-99,0
2161,4,0,-99,2
2162,2,2,8,3
2163,3,2,10,1
2164,2,2,121,2
2165,3,2,13,2
2166,3,2,17,2
2167,2,2,13,1
2168,3,2,11,1
2169,3,2,8,2
2170,3,2,8,1
2171,3,2,30,2
2172,4,2,-99,2
2173,3,2,19,2
2174,3,0,7,3
2175,3,2,6,2
2176,3,1,79,1
2177,3,2,12,1
2178,3,2,165,1
2179,3,2,17,1
2180,3,2,9,2
2181,2,2,-99,0
2182,3,2,36,1
2183,3,2,11,2
2184,2,2,-99,0
2185,2,2,-3,3
2186,3,2,120,1
2187,3,2,-1,3
2188,3,1,103,1
2189,3,2,123,2
2190,1,2,10,1
2191,3,0,13,2
2192,3,0,-99,2
2193,3,0,18,2
2194,3,2,32,2
2195,3,2,12,2
2196,3,2,29,2
2197,1,2,12,1
2198,2,2,-2,3
2199,2,2,-99,1
2200,2,2,5,1
2201,5,0,9,3
2202,3,2,9,2
2203,1,2,-99,0
2204,3,2,15,1
2205,3,2,8,1
2206,3,2,13,2
2207,3,2,8,1
2208,3,2,27,1
2209,3,-99,-99,-99
2210,3,2,12,2
2211,3,2,15,2
2212,3,2,9,1
2213,3,1,-99,2
2214,3,2,14,2
2215,3,2,67,2
2216,2,2,7,2
2217,3,2,13,1
2218,3,2,69,2
2219,3,2,10,2
2220,1,2,10,2
2221,3,2,-99,2
2222,3,2,-99,0
2223,3,2,-99,0
2224,2,2,27,1
2225,3,-99,-99,-99
2226,3,2,5,1
2227,3,2,14,2
2228,3,2,9,1
2229,3,2,13,1
2230,4,2,17,2
2231,2,2,0,2
2232,3,2,28,2
2233,1,2,31,2
2234,2,2,12,1
2235,2,2,-2,3
2236,2,2,-1,3
2237,3,2,16,1
2238,4,-99,-99,-99
2239,3,2,7,1
2240,3,2,25,2
2241,4,2,16,2
2242,3,-99,-99,-99
2243,4,2,14,2
2244,3,2,29,2
2245,3,2,13,2
2246,2,2,9,2
2247,2,1,10,1
2248,1,2,55,2
2249,2,2,30,2
2250,3,2,5,1
2251,3,1,10,1
2252,3,2,17,2
2253,4,2,23,1
2254,2,2,17,2
2255,3,2,10,2
2256,3,2,11,2
2257,3,2,23,2
2258,3,2,7,2
2259,2,2,11,1
2260,3,2,23,2
2261,4,1,21,1
2262,3,2,8,1
2263,2,2,17,2
2264,2,0,12,2
2265,1,2,19,2
2266,3,2,17,1
2267,4,2,13,2
2268,3,2,11,3
2269,3,2,23,1
2270,3,2,17,2
2271,2,2,60,1
2272,3,0,24,2
2273,3,2,7,1
2274,3,-99,-99,-99
2275,3,2,-1,3
2276,2,2,6,1
2277,1,2,32,1
2278,3,2,-99,0
2279,3,-99,-99,-99
2280,4,2,9,2
2281,4,2,10,1
2282,3,2,-99,1
2283,3,1,27,1
2284,2,0,29,1
2285,3,2,13,2
2286,3,2,-99,0
2287,3,2,9,1
2288,3,2,9,3
2289,2,2,15,2
2290,3,2,97,1
2291,1,2,21,1
2292,3,2,8,2
2293,3,2,27,1
2294,3,2,61,1
2295,4,2,21,2
2296,4,2,8,1
2297,3,0,-99,2
2298,1,2,3,1
2299,3,2,16,2
2300,1,2,9,2
2301,3,1,18,1
2302,4,-99,-99,-99
2303,1,2,78,2
2304,2,2,-6,3
2305,2,2,4,2
2306,1,0,-99,0
2307,2,2,12,2
2308,4,2,16,2
2309,2,0,-99,2
2310,3,2,28,1
2311,3,2,19,2
2312,2,2,95,2
2313,4,2,18,1
2314,4,2,15,2
2315,3,2,16,1
2316,3,2,-99,4
2317,1,2,5,2
2318,2,-99,-99,-99
2319,3,2,7,1
2320,3,2,15,1
2321,3,2,17,1
2322,3,0,16,1
2323,3,2,50,2
2324,4,1,11,4
2325,2,2,4,1
2326,3,2,16,2
2327,1,2,64,2
2328,2,2,-99,2
2329,2,2,14,1
2330,1,1,16,1
2331,2,0,-99,4
2332,4,2,8,1
2333,3,2,9,2
2334,2,2,16,2
2335,3,0,11,1
2336,2,2,24,1
2337,3,2,109,1
2338,3,2,41,2
2339,3,2,31,1
2340,3,0,5,1
2341,3,0,60,2
2342,3,2,19,1
2343,1,2,10,2
2344,2,2,79,2
2345,3,2,11,3
2346,3,2,13,2
2347,3,0,63,2
2348,2,0,-1,3
2349,3,1,-99,0
2350,3,2,21,1
2351,3,2,2,2
2352,2,2,6,3
2353,2,2,46,2
2354,4,2,15,2
2355,3,2,84,2
2356,3,2,17,1
2357,4,1,7,1
2358,3,2,8,1
2359,3,2,40,1
2360,2,2,7,2
2361,1,1,11,1
2362,3,2,11,2
2363,1,2,61,1
2364,2,2,8,2
2365,2,0,34,1
2366,3,2,17,2
2367,3,2,12,1
2368,1,2,14,1
2369,1,2,-99,4
2370,3,2,14,1
2371,3,2,10,2
2372,3,2,10,2
2373,3,2,7,2
2374,2,1,118,1
2375,4,2,9,2
2376,2,2,34,1
2377,5,2,6,2
2378,3,-99,-99,-99
2379,3,2,14,1
2380,3,2,57,2
2381,2,2,9,2
2382,1,2,6,2
2383,5,2,107,2
2384,2,2,17,2
2385,3,0,15,1
2386,3,2,6,1
2387,3,2,5,2
2388,3,1,14,1
2389,2,2,2,3
2390,1,2,24,2
2391,3,2,-99,0
2392,2,2,61,1
2393,3,0,19,2
2394,2,2,-99,0
2395,3,2,54,1
2396,2,2,85,2
2397,1,2,26,2
2398,2,2,32,1
2399,3,2,5,1
2400,2,2,2,2
2401,3,2,7,2
2402,2,2,6,2
2403,3,0,17,1
2404,2,2,17,2
2405,3,1,-99,1
2406,3,2,10,2
2407,3,0,10,1
2408,2,2,13,2
2409,3,-99,-99,-99
2410,3,2,57,2
2411,2,2,7,1
2412,3,0,13,2
2413,3,1,10,1
2414,3,2,10,2
2415,3,2,114,2
2416,2,0,1,1
2417,1,2,8,1
2418,3,2,13,2
2419,3,1,9,1
2420,3,0,18,2
2421,2,0,31,2
2422,2,2,18,2
2423,3,2,10,1
2424,3,2,38,2
2425,1,2,3,1
2426,3,0,6,2
2427,2,2,15,2
2428,3,-99,-99,-99
2429,2,2,-99,4
2430,1,2,97,2
2431,1,0,5,2
2432,1,2,15,2
2433,2,2,19,1
2434,3,0,84,1
2435,2,2,51,2
2436,5,2,-99,0
2437,2,2,-99,0
2438,3,2,24,2
2439,3,-99,-99,-99
2440,1,1,9,1
2441,2,0,6,2
2442,3,1,52,1
2443,1,2,8,2
2444,2,2,-2,3
2445,3,2,8,1
2446,1,2,9,1
2447,3,2,-99,0
2448,2,2,339,2
2449,3,2,54,2
2450,3,2,-99,0
2451,3,2,19,2
2452,3,2,118,2
2453,3,2,28,2
2454,3,1,8,1
2455,3,0,17,2
2456,3,0,28,1
2457,2,2,8,2
2458,2,2,14,2
2459,3,2,58,2
2460,4,2,10,2
2461,3,2,36,1
2462,2,2,-99,0
2463,2,0,12,3
2464,3,2,17,1
2465,2,2,24,2
2466,3,2,28,2
2467,2,1,11,1
2468,3,2,6,2
2469,3,2,239,0
2470,3,2,70,2
2471,3,2,13,1
2472,2,2,13,2
2473,3,2,19,2
2474,3,2,16,2
2475,2,2,61,1
2476,3,2,-99,0
2477,3,1,10,1
2478,1,2,-99,0
2479,3,2,35,1
2480,3,2,24,2
2481,2,2,2,1
2482,3,1,12,1
2483,1,2,60,1
2484,3,0,21,2
2485,3,2,73,2
2486,3,-99,-99,-99
2487,3,2,7,1
2488,3,2,12,2
2489,2,2,52,2
2490,5,2,10,1
2491,3,2,99,2
2492,2,-99,-99,-99
2493,2,2,2,2
2494,3,2,-99,2
2495,3,2,2,1
2496,0,2,11,2
2497,1,2,34,1
2498,3,2,8,1
2499,1,2,-1,3
2500,2,2,13,1
2501,2,2,50,1
2502,3,2,-99,0
2503,3,1,40,1
2504,3,0,16,1
2505,3,2,-99,0
2506,3,2,12,2
2507,2,2,23,2
2508,4,1,17,1
2509,5,2,111,2
2510,1,2,-99,0
2511,3,2,8,2
2512,2,2,-99,0
2513,2,1,144,1
2514,1,2,4,1
2515,3,2,48,1
2516,3,0,-99,0
2517,4,2,22,1
2518,3,0,46,1
2519,4,2,73,2
2520,3,0,12,2
2521,3,2,2,1
2522,1,2,12,2
2523,2,0,36,4
2524,3,2,95,1
2525,3,2,-99,0
2526,2,2,37,1
2527,3,2,37,2
2528,3,2,0,1
2529,3,2,17,2
2530,3,2,29,2
2531,3,2,7,2
2532,3,-99,-99,-99
2533,2,-99,-99,-99
2534,3,1,26,1
2535,3,1,7,1
2536,2,2,10,2
2537,5,2,-99,0
2538,3,0,23,1
2539,3,2,12,1
2540,2,1,10,1
2541,3,-99,-99,-99
2542,1,2,8,1
2543,3,2,-99,1
2544,4,2,30,2
2545,3,2,2,1
2546,3,0,-99,2
2547,3,2,55,1
2548,3,2,2,2
2549,3,2,-99,0
2550,4,2,10,2
2551,3,2,7,2
2552,2,-99,-99,-99
2553,3,2,9,1
2554,3,0,12,2
2555,2,0,16,2
2556,2,-99,-99,-99
2557,3,2,10,1
2558,3,2,11,2
2559,3,2,9,1
2560,2,2,-99,0
2561,2,2,16,2
2562,1,2,-2,3
2563,2,2,13,2
2564,2,2,11,2
2565,4,2,4,1
2566,3,2,8,2
2567,1,2,47,2
2568,2,2,49,2
2569,2,2,48,2
2570,3,2,23,2
2571,2,2,7,2
2572,3,2,42,2
2573,3,0,9,2
2574,3,0,15,2
2575,1,2,18,1
2576,3,2,7,2
2577,4,1,8,1
2578,3,-99,-99,-99
2579,1,2,8,1
2580,4,0,17,2
2581,3,0,-99,0
2582,3,2,61,1
2583,3,2,-99,0
2584,3,0,13,1
2585,2,2,5,2
2586,2,2,-99,0
2587,2,0,7,1
2588,1,2,42,2
2589,3,0,66,2
2590,3,2,15,2
